,material_id,cif,formula,heat_all,heat_ref,dir_gap,ind_gap
16487,6391,"# generated using pymatgen
data_AlIrN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.76752224
_cell_length_b   3.76752224
_cell_length_c   3.76752224
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlIrN2O
_chemical_formula_sum   'Al1 Ir1 N2 O1'
_cell_volume   53.47705396
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ir  Ir0  1  -0.17672330  0.00000000  -0.00000000  1
  Al  Al1  1  0.47596165  0.50000000  0.50000000  1
  N  N2  1  0.54705759  0.00000000  0.50000000  1
  N  N3  1  0.54705759  0.50000000  -0.00000000  1
  O  O4  1  -0.00451540  0.50000000  0.50000000  1
",IrAlON2,1.42,1.426075023,0,0
8738,4355,"# generated using pymatgen
data_FeCoNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.82719519
_cell_length_b   3.82719519
_cell_length_c   3.82719519
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeCoNOF
_chemical_formula_sum   'Fe1 Co1 N1 O1 F1'
_cell_volume   56.05854712
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  0.00022469  0.00000000  0.00000000  1
  Fe  Fe1  1  0.50588814  0.50000000  0.50000000  1
  F  F2  1  0.49970725  0.00000000  0.50000000  1
  N  N3  1  0.49937384  0.50000000  0.00000000  1
  O  O4  1  0.00429843  0.50000000  0.50000000  1
",CoFeOFN,1.24,1.192664174,0,0
12324,17130,"# generated using pymatgen
data_Mg2N3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.99846433
_cell_length_b   3.99846433
_cell_length_c   3.99846433
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2N3
_chemical_formula_sum   'Mg2 N3'
_cell_volume   63.92631605
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00029306  0.00000000  0.00000000  1
  Mg  Mg1  1  0.50498147  0.50000000  0.50000000  1
  N  N2  1  0.49992414  0.00000000  0.50000000  1
  N  N3  1  0.49992414  0.50000000  0.00000000  1
  N  N4  1  0.00469910  0.50000000  0.50000000  1
",MgMgN3,2.62,1.889979556,0,0
13156,17255,"# generated using pymatgen
data_TiBeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.44188509
_cell_length_b   3.44188509
_cell_length_c   3.44188509
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBeN3
_chemical_formula_sum   'Ti1 Be1 N3'
_cell_volume   40.77454305
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00156262  0.00000000  -0.00000000  1
  Be  Be1  1  0.50193980  0.50000000  0.50000000  1
  N  N2  1  0.50138060  0.00000000  0.50000000  1
  N  N3  1  0.50138060  0.50000000  -0.00000000  1
  N  N4  1  0.00200500  0.50000000  0.50000000  1
",TiBeN3,1.68,1.634272737,0,0
15372,14679,"# generated using pymatgen
data_NbAlO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.68273830
_cell_length_b   3.68273830
_cell_length_c   3.68273830
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbAlO3
_chemical_formula_sum   'Nb1 Al1 O3'
_cell_volume   49.94736439
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00266196  -0.00000000  -0.00000000  1
  Al  Al1  1  0.50159931  0.50000000  0.50000000  1
  O  O2  1  0.50158144  -0.00000000  0.50000000  1
  O  O3  1  0.50158144  0.50000000  0.00000000  1
  O  O4  1  0.00162687  0.50000000  0.50000000  1
",NbAlO3,0.62,0.612750125,0,0
3628,15469,"# generated using pymatgen
data_MgBeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.49657993
_cell_length_b   3.49657993
_cell_length_c   3.49657993
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgBeO3
_chemical_formula_sum   'Mg1 Be1 O3'
_cell_volume   42.74943533
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00185592  -0.00000000  0.00000000  1
  Be  Be1  1  0.50209672  0.50000000  0.50000000  1
  O  O2  1  0.50164293  0.00000000  0.50000000  1
  O  O3  1  0.50164293  0.50000000  0.00000000  1
  O  O4  1  0.00153195  0.50000000  0.50000000  1
",MgBeO3,1.14,1.133278501,0,0
14269,7304,"# generated using pymatgen
data_ScAsN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.81535639
_cell_length_b   3.81535639
_cell_length_c   3.81535639
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScAsN2O
_chemical_formula_sum   'Sc1 As1 N2 O1'
_cell_volume   55.53993092
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.15110961  0.00000000  0.00000000  1
  As  As1  1  0.54691935  0.50000000  0.50000000  1
  N  N2  1  0.46089389  0.00000000  0.50000000  1
  N  N3  1  0.46089389  0.50000000  0.00000000  1
  O  O4  1  0.01396187  0.50000000  0.50000000  1
",ScAsON2,1.06,1.056859401,0,0
11977,4447,"# generated using pymatgen
data_CrIrNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.81662416
_cell_length_b   3.81662416
_cell_length_c   3.81662416
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CrIrNOF
_chemical_formula_sum   'Cr1 Ir1 N1 O1 F1'
_cell_volume   55.59531370
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ir  Ir0  1  0.00174147  0.00000000  0.00000000  1
  Cr  Cr1  1  0.50584075  0.50000000  0.50000000  1
  F  F2  1  0.49913778  0.00000000  0.50000000  1
  N  N3  1  0.50085356  0.50000000  0.00000000  1
  O  O4  1  0.00277833  0.50000000  0.50000000  1
",IrCrOFN,1.68,1.62316186,0,0
13390,16944,"# generated using pymatgen
data_CdFeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00806708
_cell_length_b   4.00806708
_cell_length_c   4.00806708
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdFeN3
_chemical_formula_sum   'Cd1 Fe1 N3'
_cell_volume   64.38800134
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.68817583  0.00000000  -0.00000000  1
  Cd  Cd1  1  1.09569849  0.50000000  0.50000000  1
  N  N2  1  0.68363842  0.00000000  0.50000000  1
  N  N3  1  0.68363842  0.50000000  0.00000000  1
  N  N4  1  0.58866498  0.50000000  0.50000000  1
",FeCdN3,1.78,1.683165154,0,0
18517,18445,"# generated using pymatgen
data_SbTeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06672624
_cell_length_b   4.06672624
_cell_length_c   4.06672624
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbTeN3
_chemical_formula_sum   'Sb1 Te1 N3'
_cell_volume   67.25658537
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.00000000  0.00000000  0.00000000  1
  Sb  Sb1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",TeSbN3,1.7,1.696327403,0,0
15949,5308,"# generated using pymatgen
data_BaYNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.79942712
_cell_length_b   4.79942712
_cell_length_c   4.79942712
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaYNOF
_chemical_formula_sum   'Ba1 Y1 N1 O1 F1'
_cell_volume   110.55240730
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00055237  0.00000000  0.00000000  1
  Ba  Ba1  1  0.50466681  0.50000000  0.50000000  1
  F  F2  1  0.49962174  0.00000000  0.50000000  1
  N  N3  1  0.50044894  0.50000000  0.00000000  1
  O  O4  1  0.00457452  0.50000000  0.50000000  1
",YBaOFN,2.12,1.932538226,0,0
12528,364,"# generated using pymatgen
data_ScCrNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.07677928
_cell_length_b   4.07677928
_cell_length_c   4.07677928
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScCrNO2
_chemical_formula_sum   'Sc1 Cr1 N1 O2'
_cell_volume   67.75659874
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00036226  -0.00000000  -0.00000000  1
  Sc  Sc1  1  0.50562414  0.50000000  0.50000000  1
  N  N2  1  0.49972150  0.00000000  0.50000000  1
  O  O3  1  0.49983293  0.50000000  -0.00000000  1
  O  O4  1  0.00450605  0.50000000  0.50000000  1
",CrScO2N,1.4,1.406497333,0,0
3111,10630,"# generated using pymatgen
data_LiSnSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40435379
_cell_length_b   4.40435379
_cell_length_c   4.40435379
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiSnSO2
_chemical_formula_sum   'Li1 Sn1 S1 O2'
_cell_volume   85.43711853
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.07609368  -0.00000000  -0.00000000  1
  Sn  Sn1  1  0.54268935  0.50000000  0.50000000  1
  S  S2  1  0.29622395  -0.00000000  0.50000000  1
  O  O3  1  0.56944808  0.50000000  0.00000000  1
  O  O4  1  -0.00178708  0.50000000  0.50000000  1
",LiSnO2S,1.14,0.835922143,0,0
4560,18156,"# generated using pymatgen
data_HfCrN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18586462
_cell_length_b   4.18586462
_cell_length_c   4.18586462
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfCrN3
_chemical_formula_sum   'Hf1 Cr1 N3'
_cell_volume   73.34247034
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.00000000  0.00000000  0.00000000  1
  Hf  Hf1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",CrHfN3,1.5,1.409749815,0,0
286,15952,"# generated using pymatgen
data_CsGaO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50599616
_cell_length_b   4.50599616
_cell_length_c   4.50599616
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsGaO3
_chemical_formula_sum   'Cs1 Ga1 O3'
_cell_volume   91.48975233
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.00100889  -0.00000000  -0.00000000  1
  Cs  Cs1  1  0.50519717  0.50000000  0.50000000  1
  O  O2  1  0.50472290  -0.00000000  0.50000000  1
  O  O3  1  0.50472290  0.50000000  -0.00000000  1
  O  O4  1  0.00456976  0.50000000  0.50000000  1
",GaCsO3,2.18,2.185715494,0,0
